Tabelle: DD02T
Angezeigte Felder:  3 von  3  Feststehende Führungsspalten: 2  Listbreite 0250
------------------------------------------------------------------------------------------------------------
| |TABNAME                         |DDLANGUAGE|DDTEXT                                                      |
| |E1COKEY                         |U         |CO-tositteen IDOC: CO-avaimen alinumerot                    |
| |E1COKL                          |U         |IDOC: kustannuspaikka/toimintolaji: tarkastussegmentti      |
| |E1CON51                         |U         |KK5: vahvistuksen rakenne / CC5-vahvistus                   |
| |E1CONF1                         |U         |HR-vahvistukset                                             |
| |E1CONF2                         |U         |CC2 - vahvistusrakenne                                      |
| |E1CONF4                         |U         |CC3: tapahtuma-aikakohtaiset PM-vahvistukset                |
| |E1CONF5                         |U         |CC3: työkorttikohtaiset PM-vahvistukset                     |
| |E1CONF6                         |U         |CC4 - tapahtuma-aikakohtaiset PS-vahvistukset               |
| |E1CONF7                         |U         |CC4: työkorttikohtaiset PS-vahvistukset                     |
| |E1CONFP                         |U         |Konfigurointiprofiili                                       |
| |E1CONF_ACT10                    |U         |Otsikkosegmentti                                            |
| |E1COOBJ                         |U         |CO-summatietueiden IDOC: objekti                            |
| |E1COSB1                         |U         |Poikkeamien/jaksotusten summat - avainkentät                |
| |E1COSB2                         |U         |Poikkeamien/jaksotusten summat - yksi kausi                 |
| |E1COSEL                         |U         |CO-summatietueiden IDOC: valintakriteerit                   |
| |E1COSL                          |U         |IDOC: kustannuspaikka/toimintolaji: toiminnot               |
| |E1COSL1                         |U         |Toimintolajien summat - avainkentät                         |
| |E1COSL2                         |U         |Toimintolajien summat - yksi kausi                          |
| |E1COSP1                         |U         |Kustannusten summat - ulkoiset kirjaukset - avainkentät     |
| |E1COSP2                         |U         |Kustannusten summat - ulkoiset kirjaukset - yksi kausi      |
| |E1COSR1                         |U         |Summat: tilastolliset tunnusluvut - avainkentät             |
| |E1COSR2                         |U         |Tilastollisten tunnuslukujen summat - yksi kausi            |
| |E1COSS1                         |U         |Summat: kustannukset - sisäiset kirjaukset - avainkentät    |
| |E1COSS2                         |U         |Kustannusten summat - sisäiset kirjaukset - yksi kausi      |
| |E1COST                          |U         |IDOC: kustannuspaikka/toimintolaji: hinnat                  |
| |E1COST1                         |U         |Summat: toimintohinnat - avainkentät                        |
| |E1COST2                         |U         |IDOC: kustannuspaikka/toimintolaji: hinnat, osa 2           |
| |E1COST3                         |U         |Summat: toimintohinnat - yksi kausi                         |
| |E1COSTCENTERGROUP_ADDNODE       |U         |Otsikkosegmentti                                            |
| |E1COSTCENTERGROUP_CREATE        |U         |Otsikkosegmentti                                            |
| |E1COSTELEMENTGROUP_ADDNODE      |U         |Otsikkosegmentti                                            |
| |E1COSTELEMENTGROUP_CREATE       |U         |Otsikkosegmentti                                            |
| |E1CO_ABC_BPROC_CREATE           |U         |Otsikkosegmentti                                            |
| |E1CO_ABC_BPROC_SETSTRUC         |U         |Otsikkosegmentti                                            |
| |E1CRCAL                         |U         |Työpiste - kapasiteetin kohdistus (CRCA)                    |
| |E1CRESTA                        |U         |Otsikkosegmentti                                            |
| |E1CRHDL                         |U         |Työpisteen otsikko (CRHD)                                   |
| |E1CRHHL                         |U         |Hierarkia - otsikkotiedot (CRHH)                            |
| |E1CRHSL                         |U         |Hierarkiarakenne (CRHS)                                     |
| |E1CRTXL                         |U         |Työpisteen lyhyt nimitys (CRTX)                             |
| |E1CSKA                          |U         |Kustannuslajit: otsikkosegmentti                            |
| |E1CSKB                          |U         |Kustannuslajit: laskenta-alue                               |
| |E1CSKSC                         |U         |Core Master: kustannuspaikat (CSKS)                         |
| |E1CSKSM                         |U         |Peruskustannupaikkaperustietue (CSKS) - laajennus           |
| |E1CSKTC                         |U         |Core Master: kustannuspaikka - tekstit (CSKT)               |
| |E1CSKTM                         |U         |Pääkustannuspaikka - tekstit (CSKT)                         |
| |E1CSKU                          |U         |Kustannuslajit: tekstisegmentti                             |
| |E1CSLAC                         |U         |Core Master - toimintolajien perustiedot                    |
| |E1CSLAM                         |U         |Toimintolajien perustiedot - laajennus                      |
| |E1CSLTC                         |U         |Core Master: toimintolajitekstit                            |
| |E1CSLTM                         |U         |Toimintolajien perustietoteksti                             |
| |E1CSSL                          |U         |IDOC: kustannuspaikka/toimintolaji: perustietue             |
| |E1CUBLB                         |U         |CU: konfiguraatio-BLOB (SCE)                                |
| |E1CUCFG                         |U         |CU: konfigurointitiedot                                     |
| |E1CUCOM                         |U         |Perustiedot - konfig.profiili - konfig.parametrit           |
| |E1CUFCM                         |U         |Varianttitoiminnon pääominaisuudet                          |
| |E1CUFIM                         |U         |Varianttitoiminnon pääanalyysivaihtoehdot                   |
| |E1CUID                          |U         |Perustiedot - konfig.profiili -  objektin tunnus (ID)       |
| |E1CUINS                         |U         |CU: instanssitiedot                                         |
| |E1CUKB1                         |U         |Perusriippuvuus - perustiedot                               |
| |E1CUKB2                         |U         |Perusriippuvuus - omin.arvojen kielikohtaiset nimitykset    |
| |E1CUKB3                         |U         |Perusriippuvuus - luokkien perustiedot                      |
| |E1CUKB4                         |U         |Perusriippuvuus - luokkien kielikohtaiset nimitykset        |
| |E1CUKB5                         |U         |Riippuvuusverkon riippuvuuden pääperustiedot                |
| |E1CUKBM                         |U         |Perusriippuvuus - perustiedot                               |
| |E1CUKBT                         |U         |Kielikohtaisten kuvausten riippuvuuksien perustiedot        |
| |E1CUKN1                         |U         |Perusriippuvuus - ominaisuusarvojen lähdeteksti             |
| |E1CUKN2                         |U         |Perusriippuvuus - luokkien lähdeteksti                      |
| |E1CUKNM                         |U         |Lähdetekstin riippuvuuksien perustiedot                     |
| |E1CUPNM                         |U         |Pääriippuvuudet, profiilin valinta, lähdeteksti             |
| |E1CUPPM                         |U         |Pääriippuvuudet, profiilin valinta, perustiedot             |
| |E1CUPPT                         |U         |Pääriippuvuudet, profiilin valinta, kielisidon. riippuvuudet|
| |E1CUPRT                         |U         |CU: PartOf-tiedot                                           |
| |E1CUPTM                         |U         |Pääriippuvuudet, profiilin valinta, dokumentaatio           |
| |E1CUREF                         |U         |CU: tilausrivin viite / konfiguraation instanssi            |
| |E1CUTX1                         |U         |Perusriippuvuus - ominaisuusarvojen dokumentaatio           |
| |E1CUTX2                         |U         |Perusriippuvuus - luokkien dokumentaatio                    |
| |E1CUTXM                         |U         |Dokumentaation riippuvuuksien perustiedot                   |
| |E1CUTY                          |U         |Objektilajin konfig.profiilin perustiedot                   |
| |E1CUV1M                         |U         |Taulurivin perusominaisuudet                                |
| |E1CUVAL                         |U         |CU: ominaisuuksien arvonmääritys                            |
| |E1CUVAM                         |U         |Varianttitaulun perusanalysointivaihtoehdot                 |
| |E1CUVCM                         |U         |Varianttitaulun perusominaisuudet                           |
| |E1CUVFM                         |U         |Päävarianttitoiminto, perustiedot                           |
| |E1CUVFT                         |U         |Varianttitoiminnon pääriippuvuudet                          |
| |E1CUVK                          |U         |Konfiguraation varianttiehtoavain                           |
| |E1CUVTM                         |U         |Perustietojen perustaulurakenne                             |
| |E1CUVTT                         |U         |Varianttitaulun peruskuvaukset                              |
| |E1CVBA2                         |U         |SIS - myyntitilausrivi, toinen osa                          |
| |E1CVBAK                         |U         |Myyntitilaus: otsikkotiedot                                 |
| |E1CVBAP                         |U         |SIS - myyntitilausrivi, ensimmäinen osa                     |
| |E1CVBEL                         |U         |Toimituksen toimitusaikataulurivitiedot                     |
| |E1CVBEP                         |U         |SIS - myyntitilaus, toimitusaikataulurivin tiedot           |
| |E1CVBFA                         |U         |SIS - IDOC - virtasegmentti                                 |
| |E1CVBK0                         |U         |SIS - liiketoimintatiedot otsikkotasolla                    |
| |E1CVBKD                         |U         |Liiketoimintatiedot rivitasolla                             |
| |E1CVBP0                         |U         |SIS - kumppani otsikkotasolla                               |
| |E1CVBPA                         |U         |SIS - IDOC - kumppanisegmentti                              |
| |E1CVBPF                         |U         |SIS - IDOC - tiivistetty virta                              |
| |E1CVBR2                         |U         |Lasku - rivitiedot                                          |
| |E1CVBRK                         |U         |Lasku - otsikkotiedot                                       |
